9.112405e-01	9.067837e-01	8.987265e-01	8.884986e-01	8.771527e-01	8.652387e-01	8.530028e-01	8.405489e-01	8.279195e-01	8.151293e-01	8.021791e-01	7.890605e-01	7.757581e-01	7.622487e-01	7.485001e-01	7.344680e-01	7.200827e-01	7.051833e-01	6.891758e-01	6.694397e-01	6.347971e-01	5.452491e-01	3.251886e-01	9.845717e-02	2.395305e-02	5.566157e-03	1.289440e-03	3.012507e-04	7.124256e-05	1.707755e-05	4.152944e-06	1.025615e-06	2.575994e-07	6.593576e-08	1.725004e-08	4.634449e-09	1.290093e-09	3.799685e-10	1.252946e-10	5.296637e-11	3.398998e-11	3.221693e-11	3.718217e-11	4.563501e-11	5.625380e-11	6.805428e-11	7.991841e-11	9.054042e-11	9.858035e-11	1.029199e-10	
9.111731e-01	9.067388e-01	8.986891e-01	8.884554e-01	8.770982e-01	8.651707e-01	8.529196e-01	8.404487e-01	8.278002e-01	8.149888e-01	8.020149e-01	7.888701e-01	7.755386e-01	7.619976e-01	7.482159e-01	7.341502e-01	7.197280e-01	7.047509e-01	6.884013e-01	6.670183e-01	6.255009e-01	5.145098e-01	2.719610e-01	7.831203e-02	1.901063e-02	4.461289e-03	1.046132e-03	2.473141e-04	5.912617e-05	1.431469e-05	3.513186e-06	8.750930e-07	2.215758e-07	5.715155e-08	1.506233e-08	4.075867e-09	1.142856e-09	3.392482e-10	1.129222e-10	4.828002e-11	3.127583e-11	2.975163e-11	3.434035e-11	4.211181e-11	5.186333e-11	6.269290e-11	7.357522e-11	8.331419e-11	9.068349e-11	9.466037e-11	
9.110300e-01	9.066515e-01	8.986231e-01	8.883799e-01	8.770010e-01	8.650472e-01	8.527665e-01	8.402625e-01	8.275771e-01	8.147245e-01	8.017046e-01	7.885086e-01	7.751210e-01	7.615192e-01	7.476739e-01	7.335441e-01	7.190483e-01	7.038927e-01	6.867133e-01	6.613704e-01	6.038629e-01	4.488618e-01	1.897890e-01	5.152440e-02	1.251360e-02	2.979737e-03	7.112154e-04	1.711672e-04	4.162721e-05	1.024259e-05	2.552723e-06	6.452506e-07	1.656959e-07	4.332351e-08	1.157034e-08	3.172345e-09	9.015626e-10	2.715970e-10	9.203491e-11	4.020600e-11	2.650847e-11	2.538376e-11	2.930063e-11	3.587137e-11	4.409802e-11	5.322236e-11	6.238179e-11	7.057214e-11	7.676590e-11	8.010716e-11	
9.107816e-01	9.065217e-01	8.985438e-01	8.882927e-01	8.768837e-01	8.648922e-01	8.525691e-01	8.400180e-01	8.272800e-01	8.143685e-01	8.012831e-01	7.880145e-01	7.745472e-01	7.608600e-01	7.469263e-01	7.327081e-01	7.181015e-01	7.026181e-01	6.838296e-01	6.509333e-01	5.647514e-01	3.495939e-01	1.164089e-01	2.997188e-02	7.274660e-03	1.753282e-03	4.250399e-04	1.040150e-04	2.573110e-05	6.440658e-06	1.632855e-06	4.198153e-07	1.096434e-07	2.915433e-08	7.918550e-09	2.208598e-09	6.390457e-10	1.964313e-10	6.823842e-11	3.071110e-11	2.073494e-11	2.002632e-11	2.311201e-11	2.822401e-11	3.460464e-11	4.166833e-11	4.874851e-11	5.507196e-11	5.984965e-11	6.242559e-11	
9.103435e-01	9.063324e-01	8.984688e-01	8.882214e-01	8.767773e-01	8.647393e-01	8.523638e-01	8.397543e-01	8.269511e-01	8.139670e-01	8.008006e-01	7.874427e-01	7.738779e-01	7.600873e-01	7.460489e-01	7.317267e-01	7.169709e-01	7.009406e-01	6.793577e-01	6.336885e-01	5.038951e-01	2.384837e-01	6.734801e-02	1.656760e-02	3.982125e-03	9.613125e-04	2.345719e-04	5.794633e-05	1.449987e-05	3.677118e-06	9.457114e-07	2.469230e-07	6.554815e-08	1.772939e-08	4.902200e-09	1.393309e-09	4.114897e-10	1.295255e-10	4.636372e-11	2.162225e-11	1.500479e-11	1.462914e-11	1.687171e-11	2.053515e-11	2.509073e-11	3.012201e-11	3.515526e-11	3.964346e-11	4.303059e-11	4.485551e-11	
9.094922e-01	9.060213e-01	8.984093e-01	8.881979e-01	8.767196e-01	8.646295e-01	8.521948e-01	8.395195e-01	8.266431e-01	8.135773e-01	8.003204e-01	7.868627e-01	7.731903e-01	7.592875e-01	7.451388e-01	7.307084e-01	7.157659e-01	6.988981e-01	6.729369e-01	6.080017e-01	4.228667e-01	1.505811e-01	3.843168e-02	9.124883e-03	2.156289e-03	5.153964e-04	1.250780e-04	3.084583e-05	7.731790e-06	1.970210e-06	5.105757e-07	1.346589e-07	3.618781e-08	9.928612e-09	2.789990e-09	8.075359e-10	2.435315e-10	7.863231e-11	2.909068e-11	1.410403e-11	1.007344e-11	9.912371e-12	1.141637e-11	1.383852e-11	1.683803e-11	2.014148e-11	2.343850e-11	2.637289e-11	2.858429e-11	2.977471e-11	
9.076502e-01	9.054167e-01	8.983575e-01	8.882534e-01	8.767512e-01	8.646081e-01	8.521118e-01	8.393681e-01	8.264157e-01	8.132655e-01	7.999152e-01	7.863556e-01	7.725748e-01	7.585622e-01	7.443111e-01	7.297835e-01	7.146263e-01	6.966040e-01	6.645152e-01	5.738711e-01	3.320351e-01	9.598412e-02	2.271665e-02	5.204378e-03	1.200113e-03	2.811294e-04	6.707096e-05	1.631310e-05	4.047144e-06	1.024594e-06	2.648158e-07	6.992091e-08	1.887985e-08	5.222576e-09	1.484572e-09	4.361623e-10	1.340624e-10	4.438295e-11	1.698488e-11	8.566784e-12	6.292973e-12	6.243685e-12	7.175556e-12	8.656242e-12	1.048186e-11	1.248617e-11	1.448122e-11	1.625295e-11	1.758598e-11	1.830284e-11	
9.033126e-01	9.041009e-01	8.982637e-01	8.884144e-01	8.769138e-01	8.647227e-01	8.521673e-01	8.393582e-01	8.263333e-01	8.131030e-01	7.996648e-01	7.860107e-01	7.721319e-01	7.580251e-01	7.436951e-01	7.291006e-01	7.137314e-01	6.943199e-01	6.547279e-01	5.343763e-01	2.493967e-01	6.406927e-02	1.438312e-02	3.179154e-03	7.107626e-04	1.617649e-04	3.755711e-05	8.906276e-06	2.159716e-06	5.361504e-07	1.364125e-07	3.561299e-08	9.553192e-09	2.638212e-09	7.524169e-10	2.229329e-10	6.950920e-11	2.352394e-11	9.296319e-12	4.868955e-12	3.669878e-12	3.665680e-12	4.200118e-12	5.039261e-12	6.069333e-12	7.196382e-12	8.314920e-12	9.305833e-12	1.005003e-11	1.044979e-11	
8.924743e-01	9.011217e-01	8.980032e-01	8.886966e-01	8.772467e-01	8.650202e-01	8.524143e-01	8.395488e-01	8.264620e-01	8.131640e-01	7.996527e-01	7.859221e-01	7.719683e-01	7.577976e-01	7.434299e-01	7.288236e-01	7.133053e-01	6.925174e-01	6.451985e-01	4.960488e-01	1.896362e-01	4.559469e-02	9.912746e-03	2.128608e-03	4.613500e-04	1.015967e-04	2.279926e-05	5.224204e-06	1.224585e-06	2.942391e-07	7.262950e-08	1.846116e-08	4.844470e-09	1.316259e-09	3.717412e-10	1.098514e-10	3.443718e-11	1.183474e-11	4.805573e-12	2.601808e-12	2.004634e-12	2.011964e-12	2.296361e-12	2.738595e-12	3.279136e-12	3.868460e-12	4.451482e-12	4.966619e-12	5.352733e-12	5.559891e-12	
8.645753e-01	8.944882e-01	8.973355e-01	8.891003e-01	8.777854e-01	8.655454e-01	8.529039e-01	8.399980e-01	8.268675e-01	8.135229e-01	7.999634e-01	7.861861e-01	7.721937e-01	7.580048e-01	7.436588e-01	7.291249e-01	7.136073e-01	6.918518e-01	6.383600e-01	4.668364e-01	1.546120e-01	3.556859e-02	7.570543e-03	1.592100e-03	3.363185e-04	7.181626e-05	1.556232e-05	3.432308e-06	7.724579e-07	1.778665e-07	4.203369e-08	1.023343e-08	2.578066e-09	6.755125e-10	1.852194e-10	5.360106e-11	1.663065e-11	5.729754e-12	2.366494e-12	1.313879e-12	1.029401e-12	1.035776e-12	1.176566e-12	1.394014e-12	1.658752e-12	1.946333e-12	2.229892e-12	2.479734e-12	2.666608e-12	2.766740e-12	
